Job_Title,Nivel_Jerarquico,Area_Mayor,Area_Menor
Aftersales District Manager,Gerente,Comercial,Ventas
Aftersales manager,Gerente,Comercial,Ventas
Aftersales Mgr Fixed Operation,,Operaciones,
Aftersales Regional Manager (ROM) en Mitsubishi Motors de Mexico,Gerente,Comercial,Ventas
Aftersales Sr. Regional Operations Manager,Gerente,Comercial,Ventas
Aftersales Strategic Planning D. Director,Director,Comercial,Ventas
Agave Procurement Manager (Gerente de Abastecimiento de Agave),Gerente,,
age general,Director General,Dirección General,Dirección General
AGENCIA AUTOMOTRIZ,Ejecutivo,Comercial,Ventas
Agency & Trust Latam Sales-Vice President,Director,Comercial,Ventas
Agency Digital Manager,Gerente,Marketing,Marketing Digital
Agency Management (LATAM),,,
Agency Manager,Gerente,Comercial,Ventas
Agency Owner,Director,Dirección General,Socio
Agency Sales Manager,Gerente,Comercial,Ventas
agent,Ejecutivo,,
Agent Freight Forwarder for Mexico,,,
Agent Manager,Gerente,,
agente,Ejecutivo,Comercial,Ventas
Agente administrador,Gerente,,
Agente Bilingüe,Ejecutivo,Comercial,Ventas
Agente Bilingüe de Protección Ejecutiva.-EP,Ejecutivo,Comercial,Ventas
Agente Capacitor Externo,,,
AGENTE DE CALIDAD,Gerente,Operaciones,Calidad
Agente de cobranzas,Ejecutivo,Administración,Cobranza
Agente de contact center,Ejecutivo,Comercial,Ventas
agente de la Policia de Inestigacion,,,
Agente de la propiedad inmobiliaria,Ejecutivo,Dirección General,Socio
Agente de prevención de delitos fiscales,Ejecutivo,Jurídico,Fiscal
Agente de prevención del fraude,Ejecutivo,Comercial,Ventas
Agente de proteccion ejecutiva,,,
Agente de protección ejecutiva (BILINGÜE),,,
Agente de Resguardo y Seguridad Parlamentaria,Ejecutivo,Comercial,Ventas
Agente de seguro de vida y salud,Ejecutivo,Comercial,Ventas
Agente de Seguros,Ejecutivo,Comercial,
Agente de Seguros Certificado,Ejecutivo,Comercial,Ventas
Agente de Ventas,Ejecutivo,Comercial,Ventas
agente de ventas Aeroméxico,,,
Agente de ventas inmobiliarias,Ejecutivo,Comercial,
Agente del servicio de atención al cliente,Ejecutivo,Operaciones,Servicio a Cliente
Agente en seguridad ejecutiva,Ejecutivo,Comercial,Ventas
Agente inmobiliario,Ejecutivo,Bienes Raices,Bienes Raices
AGENTE MULTIASEGURADORA,Ejecutivo,Comercial,Ventas
Agente Operador de Congresos y Convenciones,Ejecutivo,Operaciones,
Agente patrimonial,Ejecutivo,Comercial,Ventas
AGENTE PROFESIONAL DE SEGUROS,Ejecutivo,Comercial,Ventas
"AGENTE PROFESIONAL DE SEGUROS DE VIDA,AUTOS,GASTOS MEDICOS  Y DAÑOS EN GENERAL",Ejecutivo,Salud,Doctor
Agente promotor,,,
Agente Promotor de Aforé Principal,Ejecutivo,Comercial,Ventas
AGENTE Y ASESO,Ejecutivo,Comercial,Ventas
AGENTE Y GTE. ADMINISTRATIVO,,Administración,
Agents & Promoters Senior Manager,Gerente,,
Agile and Organization Consultant,Director,,
Agile Branches Transformation Vicepresident,Director,Marketing,Transformacion Digital
Agile Coach,,,
Agile Discipline,,,
Agile HSSE and C Advisor,Ejecutivo,,
Agile Project Manager for Global Operations,Gerente,Operaciones,
Agile Tech Manager,Gerente,,Tecnología
Agile Transformation Office Director,Director,Marketing,Transformacion Digital
AGING CHIEF,Director,Bienes Raices,Ingeniería
Agribusiness Entrepreneur,Director,Director,Tecnología
Agricultural Underwriter,Ejecutivo,,
Agro-Purchasing Manager,Gerente,,
Aguante general,Colaborador,,
Air & Express Freight Global Category Manager,Gerente,,
Air & Ocean Service Center Manager,Gerente,,
Air Chief Mex,Director,,
Air commodity supervisor,Gerente,,
Air Development Manager,Gerente,Comercial,Investigación y Desarrollo
Air freight  Customer Service Supervisor,Gerente,Operaciones,Servicio a Cliente
Air Freight Coordinator,Gerente,,
Air Freight Operations  Manager,Gerente,Operaciones,
Air Handling Global Simulation Owner,Gerente,Bienes Raices,Dirección General
AIR IMPORT CUSTOMER SERVICE,Director,Operaciones,Servicio a Cliente
Air Logistic Senior Manager,Gerente,Operaciones,Logística
Air operation supervisor,Gerente,Operaciones,
Air pricing executive,Ejecutivo,,
Airbnb Food and Drink Community Leader and Mexican Street Taco Host,Gerente,Marketing,Marketing
Airbnb Mexico Country Manager,Director General,Dirección General,Dirección General
Airbnb Super Host/ Co Host,Director,,
Aircraft & Engine Performance and Troubleshooting Supervisor,Gerente,,
Aircraft Maintenance,,Operaciones,Mantenimiento
Aircraft maintenance planning and control supervisor,Gerente,Operaciones,Mantenimiento
Aircraft Maintenance Supervisor,Gerente,Operaciones,Mantenimiento
Aircraft Sales Director,Director,Comercial,Ventas
Airfreight executive,Ejecutivo,,
Airfreight export supervisor,Gerente,,
Airline Captain,Ejecutivo,Operaciones,Capitán
Airline Captain A320 Fam,Ejecutivo,Operaciones,Capitán
Airport Duty Manager,Gerente,,
Airport Senior Chief,Director,,
Airports & Operations Competence Center Director,Director,Operaciones,
AISTENTE DE DIRECCION GENERAL,Colaborador,Dirección General,Dirección General
Aistente de Dirección. Dirección de Püblicaciones,Colaborador,,
AISTENTE PRESIDENCIA,Colaborador,,
ajecutivo,Ejecutivo,,
ajecutivo de ventas,,,
AJECUTIVO PRIORITI CITIBANAMEX,Ejecutivo,,
ajente ejecutivo,Ejecutivo,,
ajudante general,Director,Dirección General,Dirección General
Ajudicadora Oficial para Guinness World Records Latinoamerica.,Ejecutivo,,
Alamcenista,,,
ALERGOLOGA,,,
Alergóloga e Inmunóloga Clínica,Ejecutivo,,
Alexa International Content Head. Spanish for the Americas (Mexico and US),Director,Recursos Humanos,Capacitación
Alianzas Comerciales Estrategicas,,,
Alianzas estratégicas para inversionistas,Director,Estrategia,Estrategia
Alliance Relationship and Sales Director,Director,Comercial,Ventas
Alliances and Ecosystem Head,Director,Tecnología,Tecnología
Alliances and ISV¬¥s Partner Development Manager - PS,Ejecutivo,Comercial,Ventas
Alliances Development Director,Director,Comercial,Investigación y Desarrollo
Alliances Director,Director,,
Alludante general,Colaborador,Dirección General,Dirección General
alludante y general,Colaborador,,
ALM Treasury Head Mexico,Director,Finanzas,Tesorería
ALMACEN GENERAL,,Operaciones,Almacen
Almacén general,Colaborador,Operaciones,Almacen
Almacén General REM,Colaborador,Operaciones,Almacen
Almacenista,,Operaciones,Almacen
Almacenista encargado de recibo,Gerente,Operaciones,Almacen
Almacenista y compradora,Gerente,Administración,Compras
almacenista-comprador,,Operaciones,Almacen
Alorica FM/Real State Latam Director,Director,,
Alsea Corporate CIO & CTO,Director,Tecnología,Tecnología
Alternate Board Member,Director,Dirección General,Consejo
Alternative Programming Manager,Gerente,,Ingeniería
Alumni Advisory Board Member,,,
Alumni Board,Director General,Dirección General,Consejo
Alumni Director-Graduated Programs,Director,,
Alumni Relationship Director Mexico City Campus,Director,,
Ama de Llaves,Ejecutivo,,
Ama de Llaves ejecutivo,Ejecutivo,,
Ambassador,Ejecutivo,,
Ambassador at IE Cybersecurity,Ejecutivo,,Seguridad
Ambassador Community Coordinator (USA),Gerente,,
AMER IS&T PM Leader,Gerente,,
Amer License Compliance Program Manager,Gerente,Jurídico,Compliance
America‚Äôs Fat & Oils Lead Buyer,Gerente,Administración,Compras
America's Internal Audit Manager,Gerente,Administración,Auditoría
America¬¥s Commercial Director,Director,Comercial,Ventas
AMERICA¬¥S General Manager Account Payable,Director General,Dirección General,Dirección General
American Brands PPD General Manager,Director General,Dirección General,Dirección General
Americas - Regional Service Delivery Manager,Gerente,Comercial,Ventas
Americas Country Head of HR,Director General,Dirección General,Recursos Humanos
Americas Director,Director,,
Americas Finance Services Head,Director,Finanzas,
Americas Forensic Audit Manager en PPG Industries,Gerente,Administración,Auditoría
Americas GE People Operations Regional Director,Director,Operaciones,
Americas Industrial Engineering Supervisor,Gerente,,
Americas Packaging Senior Buyer,Gerente,Administración,Compras
Americas Payroll Head,Director,,
Americas Procurement Manager -  Distribution & Contract Manufacturing,Gerente,Administración,Compras
Americas Region F&A Supervisor,Gerente,,
Americas Region Operations Director,Director,Operaciones,
Americas Regional Head of Talent Acquisition,Director,Recursos Humanos,Reclutamiento
AMERICAS SAP senior chapter leader,Gerente,,
Americas Senior Account Manager - Personal Care Ingredients,Gerente,,
Americas Shared Services Manager - Functional Specialist,Gerente,,
Americas Site Engagement Director,Director,,
Americas Sourcing Director,Director,,
Americas Sourcing Unit Lead,Gerente,,
Americas Sr Controller Engineering,Gerente,Finanzas,Contraloría
Americas Sr Purchasing Manager Perfumery & Ingredients,Gerente,Administración,Compras
Americas SSC CFO,Director,Finanzas,Finanzas
AMERICAS Supply Chain Development Manager,Gerente,Operaciones,LOgística
AMEX Executive,Ejecutivo,,
AMINISTRADOR FIDUCIARIO,Gerente,,
AML CBSU KYC Senior Supervisor,Gerente,,
AML Compliance Officer,Ejecutivo,Jurídico,Compliance
AML Compliance Supervisor,Gerente,Jurídico,Compliance
AML Core Senior Manager,Gerente,,
AML KYC Manager,Gerente,,
AML KYC Officer and Research Team Coordinator,Gerente,,
AML Officer,Ejecutivo,,
AMPF,,,
"Anaesthesiologist, Clinical Operations Manager",Gerente,Salud,Doctor
Analaista de riesgos,Ejecutivo,Administración,Riesgo
Analgesics Regional Sr. Brand Manager,Gerente,Marketing,Branding
Analilsta PMO,Colaborador,Tecnología,Project Manager
Análisis e Investigación de casos inusuales. Contraloría interna PLD Y PFT,Colaborador,Finanzas,Contraloría
Analisis y Control Comercial,Colaborador,Comercial,Ventas
Análisis y Control de Contabilidad,Colaborador,Administración,Contabilidad
Analisita y Desarrollo de nuevos prodcutos,,,
Analist Programmer,Colaborador,,
Analist supply,Colaborador,Operaciones,LOgística
analista,Colaborador,Estrategia,Análisis
analista (ejecutivo telefonico),Ejecutivo,Operaciones,Servicio a Cliente
Analista (pruebas humedas),Ejecutivo,Estrategia,Análisis
Analista (supervisor),Gerente,Estrategia,Análisis
Analista / Jefe de Cobranza,Gerente,Administración,Cobranza
Analista A,Colaborador,Estrategia,Análisis
Analista Administración Fiduciario,Colaborador,Administración,Análisis
Analista administrativo,Colaborador,Administración,Análisis
Analista administrativo fiduciario,Ejecutivo,Administración,Análisis
Analista Administrativo Presidencia,Colaborador,Administración,Análisis
"Analista administrativo, Vicepresidencia administracion de contenidos",Colaborador,Administración,Análisis
Analista business partner,Colaborador,,
Analista CG/GM,Colaborador,,
Analista CG/MS,Colaborador,,
Analista comercial eCommerce,Colaborador,Marketing,E-Commerce
ANALISTA CONTABLE,Ejecutivo,Administración,Contabilidad
Analista Contenido eCommerce,Colaborador,Marketing,E-Commerce
Analista Contraloria de Ventas,Colaborador,Comercial,Ventas
Analista Contraloria Manufactura,Gerente,Finanzas,Contraloría
analista contraloria normativa,Colaborador,,
Analista Control de Evidencias,Colaborador,,
Analista corporativo,Director,Estrategia,Análisis
Analista Customer Experience,Colaborador,,
Analista de abastecimiento,Colaborador,,
Analista de Abastecimiento Categoria Casual,Colaborador,,
Analista de Abastecimiento Operaciones,Colaborador,Operaciones,
Analista de abastecimiento WM,Colaborador,,
analista de abastecimientos,Colaborador,,
Analista de Abonos ecommerce,Colaborador,Marketing,E-Commerce
analista de administracion de ventas,Director,Administración,Análisis
Analista de Admon y compras sr,Colaborador,,
Analista de adquisiciones,Colaborador,,
Analista de Aplicacion de Pago,Colaborador,,
Analista de Calidad,Gerente,Operaciones,Calidad
Analista de calidad en control de procesos,Colaborador,Operaciones,Calidad
Analista de calidad materiales,Colaborador,Operaciones,Calidad
Analista de Calidad Procesos,Colaborador,Operaciones,Calidad
Analista de certificación y supervisión,Director,Estrategia,Análisis
Analista de Cliente y Colaborador Digital en Ecommerce,Colaborador,Marketing,E-Commerce
Analista de cobranza,Colaborador,Administración,Cobranza
Analista de cobro de créditos,Ejecutivo,Finanzas,Crédito
Analista de Comercio Exterior,Colaborador,,
Analista de Compras de Materia Prima Carnica,Colaborador,,
Analista de comunicación,Colaborador,,
Analista de contabilidad,Colaborador,Administración,Contabilidad
analista de contenido,Colaborador,Marketing,Digital Marketing
Analista de Contenido Ecommerce,Colaborador,Marketing,E-Commerce
Analista de Contenido Ecommerce y marketplace,Colaborador,Marketing,E-Commerce
Analista de contenidos ecommerce,Colaborador,Marketing,E-Commerce
"Analista de Contenidos, Business Partner",Colaborador,,
Analista de contracargos y prevencion de fraude,Director,Administración,Contabilidad
Analista de Contraloria,Colaborador,Finanzas,Contraloría
Analista de contraloría,Colaborador,Finanzas,Contraloría
Analísta de Contraloría,Colaborador,Finanzas,Contraloría
Analista de Contraloría Comercial y Administración de Clientes,Colaborador,Administración,Análisis
Analista de contraloría de Inversiones,Director,Finanzas,Contraloría
Analista de Contraloría de Negocios,Colaborador,,
Analista de Contraloría e Impuestos,Colaborador,Finanzas,Contraloría
Analista de Contraloría Normativa,Colaborador,,
Analista de Contraloría Operacional,Colaborador,Finanzas,Contraloría
Analista de Contraloria Operativa,Colaborador,Finanzas,Contraloría
Analista de Control,Colaborador,,
Analista de Control Ambiental,Colaborador,,
Analista de Control Comercial,Colaborador,Comercial,Ventas
Analista de control de gestion,Colaborador,Finanzas,Contraloría
Analista de control de gestión,Colaborador,Finanzas,Contraloría
Analista de control de presupuesto ventas,Ejecutivo,Comercial,Ventas
Analista de control de stock,Colaborador,,
Analista de control documental comercial,Ejecutivo,Comercial,Ventas
Analista de Control Operativo,Colaborador,Operaciones,
Analista de Control y de Gestión,Colaborador,Finanzas,Contraloría
Analista de control y supervision de obra,Gerente,Construcción,Obra
Analista de Costos,Colaborador,Finanzas,Costos
Analísta de Crédito Banca Empresarial,Colaborador,Finanzas,Crédito
Analista de credito y cobranza,Colaborador,Administración,Cobranza
Analista de créditos,Colaborador,Finanzas,Crédito
Analista de Cuarto de Control,Colaborador,,
Analista de Cuenta Sr,Gerente,Comercial,Cuentas
Analista de datos economicos,Colaborador,Marketing,Data Analysis
Analista de datos jr,Colaborador,Marketing,Data Analysis
ANALISTA DE DATOS.,Colaborador,Marketing,Data Analysis
